,decimalLatitude,decimalLongitude,elevation,date
1080,46.51743,7.31224,1280.0,2003-08-06 00:00:00
1082,46.96681,7.38344,490.0,2003-09-08 00:00:00
1084,47.31187,8.79795,535.0,2003-08-01 00:00:00
1085,46.21248,7.31556,480.0,2003-01-01 00:00:00
1086,47.11741,7.57831,487.5,2003-01-01 00:00:00
1090,46.53507,8.58968,1567.0,2003-08-26 00:00:00
1093,46.6036,9.42661,979.0,2003-08-27 00:00:00
1094,47.71419,8.64152,464.0,2003-01-01 00:00:00
1098,47.20672,8.70973,408.0,2003-09-03 00:00:00
1099,47.10236,8.92083,910.0,2003-08-23 00:00:00
1102,46.75303,7.63103,560.0,2003-08-05 00:00:00
1103,46.848,9.87293,1520.0,2003-08-01 00:00:00
1107,47.49562,8.95313,471.0,2003-07-27 00:00:00
1108,46.28136,7.48212,900.0,2003-01-01 00:00:00
1111,46.91894,6.62452,735.0,2004-05-26 00:00:00
1112,47.50517,8.61773,551.0,2004-05-28 00:00:00
1113,46.91901,6.62393,734.0,2004-05-26 00:00:00
1114,46.91878,6.62391,734.0,2004-05-26 00:00:00
1115,46.91874,6.62451,735.0,2004-05-26 00:00:00
1116,47.11588,8.32929,418.0,2004-05-20 00:00:00
1117,46.9186,6.62442,735.0,2004-05-26 00:00:00
1118,46.91925,6.62424,733.0,2004-05-26 00:00:00
1119,46.91791,6.62514,735.0,2004-05-26 00:00:00
1120,46.91871,6.62413,734.0,2004-05-26 00:00:00
1121,47.27958,7.08092,866.0,2004-06-29 00:00:00
1122,47.39122,8.52506,404.5,2004-05-08 00:00:00
1123,47.41089,8.51817,503.5,2004-01-01 00:00:00
1124,47.35135,8.72203,467.0,2004-05-25 00:00:00
1125,47.34858,8.70002,462.0,2004-06-14 00:00:00
1126,47.36291,8.70076,455.5,2004-06-04 00:00:00
1127,47.40927,8.19114,379.5,2004-10-05 00:00:00
1128,47.41031,8.18441,378.0,2004-10-05 00:00:00
1129,46.47873,8.80342,733.5,2004-01-01 00:00:00
1130,47.41156,8.18229,370.0,2004-10-05 00:00:00
1131,47.40929,8.19107,379.0,2004-10-05 00:00:00
1132,47.39924,8.39389,410.0,2004-01-01 00:00:00
1133,47.25423,8.7946,498.5,2004-01-01 00:00:00
1134,47.39974,8.38761,439.5,2004-01-01 00:00:00
1135,47.26698,8.81938,525.5,2004-01-01 00:00:00
1136,47.49182,8.72568,476.0,2004-01-01 00:00:00
1137,47.2799,8.56161,577.5,2004-01-01 00:00:00
1138,47.43172,8.5108,440.5,2004-01-01 00:00:00
1139,47.28415,8.86807,673.0,2004-01-01 00:00:00
1140,47.36347,8.7004,455.5,2004-06-04 00:00:00
1141,47.40176,8.38698,429.0,2004-01-01 00:00:00
1142,47.27329,8.94345,745.0,2004-01-01 00:00:00
1143,47.34866,8.71759,464.0,2004-01-01 00:00:00
1144,47.52492,8.76233,462.0,2004-01-01 00:00:00
1145,47.40199,8.38699,427.0,2004-01-01 00:00:00
1146,46.26383,7.28836,1384.0,2004-01-01 00:00:00
1147,46.0356,7.09784,1444.5,2004-01-01 00:00:00
1148,47.22479,8.67237,456.0,2004-01-01 00:00:00
1149,47.50566,8.67291,460.5,2004-01-01 00:00:00
1150,47.4258,8.67636,508.5,2004-01-01 00:00:00
1151,47.38922,8.93547,779.0,2004-01-01 00:00:00
1152,47.41866,8.62815,434.5,2004-01-01 00:00:00
1153,47.27349,8.54991,478.5,2004-01-01 00:00:00
1154,47.39653,8.72039,528.5,2004-01-01 00:00:00
1155,47.62524,8.61315,385.0,2004-01-01 00:00:00
1156,45.98147,7.12045,1216.5,2004-01-01 00:00:00
1157,47.32375,8.73818,462.0,2004-05-14 00:00:00
1158,47.19989,8.62362,689.0,2004-01-01 00:00:00
1159,47.63333,8.77935,424.5,2004-01-01 00:00:00
1160,47.35402,8.7207,469.0,2004-01-01 00:00:00
1161,47.26233,8.922,652.0,2004-01-01 00:00:00
1162,47.38878,8.74935,528.5,2004-01-01 00:00:00
1163,47.47362,8.39921,549.5,2004-01-01 00:00:00
1164,47.4843,8.75436,455.0,2004-01-01 00:00:00
1165,47.28748,8.56739,477.5,2004-01-01 00:00:00
1166,47.32461,8.73703,458.0,2004-05-14 00:00:00
1167,47.46618,8.55328,420.0,2004-01-01 00:00:00
1168,47.27865,8.55068,479.0,2004-01-01 00:00:00
1169,47.48797,8.76805,472.5,2004-01-01 00:00:00
1170,47.33096,8.82864,591.5,2004-01-01 00:00:00
1171,47.42236,8.54938,433.5,2004-01-01 00:00:00
1172,47.40044,8.38431,461.0,2004-01-01 00:00:00
1173,47.45203,8.45286,428.5,2004-01-01 00:00:00
1174,47.3347,8.85388,691.0,2004-01-01 00:00:00
1175,47.55407,8.64645,502.5,2004-01-01 00:00:00
1176,47.25386,8.74835,553.5,2004-01-01 00:00:00
1177,47.42689,8.69958,533.0,2004-01-01 00:00:00
1178,47.6541,8.79218,463.5,2004-01-01 00:00:00
1179,47.41151,8.18335,370.5,2004-10-05 00:00:00
1180,47.41146,8.18256,369.5,2004-10-05 00:00:00
1181,47.41122,8.18242,369.5,2004-10-05 00:00:00
1182,47.33743,8.73684,499.5,2004-01-01 00:00:00
1183,47.48909,8.76808,474.5,2004-01-01 00:00:00
1184,47.44369,8.76628,533.5,2004-01-01 00:00:00
1185,47.4703,8.39318,487.0,2004-01-01 00:00:00
1186,47.4356,8.70509,548.0,2004-01-01 00:00:00
1187,47.41792,8.6341,455.0,2004-01-01 00:00:00
1188,47.28814,8.54658,500.0,2004-01-01 00:00:00
1189,47.34125,8.7366,495.5,2004-01-01 00:00:00
1190,47.1979,8.68429,592.0,2004-01-01 00:00:00
1191,47.28836,8.54659,503.5,2004-01-01 00:00:00
1192,47.5005,8.6718,476.0,2004-01-01 00:00:00
1193,47.66395,8.7961,429.5,2004-01-01 00:00:00
1194,47.61452,8.62821,364.5,2004-01-01 00:00:00
1195,47.43135,8.76365,576.5,2004-01-01 00:00:00
1196,47.54411,8.71532,433.5,2004-01-01 00:00:00
1197,47.40155,8.65096,440.0,2004-01-01 00:00:00
1198,47.37127,8.5311,410.0,2004-01-01 00:00:00
1199,47.41169,8.73268,553.5,2004-01-01 00:00:00
1200,47.62904,8.61523,385.0,2004-01-01 00:00:00
1201,47.39523,8.75613,548.5,2004-01-01 00:00:00
1202,47.53642,8.6982,429.5,2004-01-01 00:00:00
1203,47.29378,8.54472,514.0,2004-01-01 00:00:00
1204,47.50894,8.52462,427.0,2004-01-01 00:00:00
1205,47.27704,8.91448,617.5,2004-01-01 00:00:00
1206,47.39702,8.85189,609.5,2004-01-01 00:00:00
1207,47.40154,8.38698,432.0,2004-01-01 00:00:00
1208,47.38459,8.76183,539.5,2004-01-01 00:00:00
1209,47.41149,8.70982,553.0,2004-01-01 00:00:00
1210,47.5188,8.62076,415.5,2004-01-01 00:00:00
1211,47.35232,8.72305,469.0,2004-05-13 00:00:00
1212,47.33207,8.72271,440.0,2004-06-14 00:00:00
1213,47.52959,8.45466,485.5,2004-01-01 00:00:00
1214,47.33995,8.4633,527.0,2004-01-01 00:00:00
1215,47.48617,8.768,467.5,2004-01-01 00:00:00
1216,47.4843,8.75436,455.0,2004-01-01 00:00:00
1217,47.63348,8.78634,429.5,2004-01-01 00:00:00
1218,47.4579,8.572,430.5,2004-01-01 00:00:00
1219,47.38146,8.72102,525.0,2004-01-01 00:00:00
1220,47.34417,8.51863,427.0,2004-01-01 00:00:00
1221,47.33787,8.73718,498.0,2004-01-01 00:00:00
1222,47.41933,8.62784,436.0,2004-01-01 00:00:00
1223,47.30321,8.59219,414.5,2004-01-01 00:00:00
1224,47.52061,8.6198,379.5,2004-01-01 00:00:00
1225,47.28475,8.61592,454.5,2004-01-01 00:00:00
1226,47.39296,8.51929,404.5,2004-01-01 00:00:00
1227,47.36031,8.57125,475.5,2004-01-01 00:00:00
1228,47.3312,8.6262,661.5,2004-01-01 00:00:00
1229,47.41672,8.72486,526.0,2004-01-01 00:00:00
1230,47.35581,8.52482,418.5,2004-01-01 00:00:00
1231,46.05961,6.95845,1132.0,2004-01-01 00:00:00
1232,47.55802,8.56615,412.0,2004-01-01 00:00:00
1233,47.59398,8.59118,346.0,2004-01-01 00:00:00
1234,47.4782,8.46828,423.0,2004-01-01 00:00:00
1235,47.50355,8.89389,505.0,2004-01-01 00:00:00
1236,47.35919,8.5934,608.5,2004-01-01 00:00:00
1237,47.47797,8.46828,423.0,2004-01-01 00:00:00
1238,47.39842,8.48827,398.0,2004-01-01 00:00:00
1239,47.28653,8.85756,581.5,2004-01-01 00:00:00
1240,47.35581,8.52482,418.5,2004-01-01 00:00:00
1241,47.34368,8.65857,541.0,2004-01-01 00:00:00
1242,47.46279,8.62251,514.0,2004-01-01 00:00:00
1243,47.38789,8.7288,546.5,2004-01-01 00:00:00
1244,47.27684,8.91249,610.0,2004-01-01 00:00:00
1245,46.08126,6.97248,1187.0,2004-01-01 00:00:00
1246,47.3246,8.73719,460.0,2004-05-14 00:00:00
1247,47.34014,8.77495,546.5,2004-01-01 00:00:00
1248,47.47474,8.7047,449.0,2004-01-01 00:00:00
1249,47.36335,8.70037,455.0,2004-06-04 00:00:00
1250,47.36351,8.701,456.0,2004-06-04 00:00:00
1251,47.36291,8.70075,455.5,2004-06-04 00:00:00
1252,47.41133,8.18152,369.0,2004-10-05 00:00:00
1253,47.27662,8.91248,610.5,2004-01-01 00:00:00
1254,47.34192,8.51859,428.0,2004-01-01 00:00:00
1255,47.50689,8.7048,423.5,2004-01-01 00:00:00
1256,47.55493,8.46245,471.0,2004-01-01 00:00:00
1257,47.3032,8.59252,416.0,2004-01-01 00:00:00
1258,47.27768,8.58139,411.0,2004-01-01 00:00:00
1259,47.25823,8.77885,518.0,2004-01-01 00:00:00
1260,46.05014,7.14942,810.0,2004-01-01 00:00:00
1261,47.62796,8.61088,386.5,2004-01-01 00:00:00
1262,47.51511,8.77437,459.5,2004-01-01 00:00:00
1263,47.35941,8.59374,606.5,2004-01-01 00:00:00
1264,47.26055,8.75347,547.0,2004-01-01 00:00:00
1265,47.34863,8.70005,461.5,2004-01-01 00:00:00
1266,47.55062,8.79519,421.5,2004-01-01 00:00:00
1267,47.39842,8.48893,398.0,2004-01-01 00:00:00
1268,47.51769,8.68348,462.5,2004-01-01 00:00:00
1269,47.40547,8.55267,446.5,2004-01-01 00:00:00
1270,47.37852,8.911,861.0,2004-01-01 00:00:00
1271,47.39598,8.625,435.0,2004-01-01 00:00:00
1272,47.27766,8.91912,640.0,2004-01-01 00:00:00
1273,47.4986,8.47565,412.0,2004-01-01 00:00:00
1274,46.03889,7.14722,855.5,2004-01-01 00:00:00
1275,47.45593,8.61141,500.0,2004-01-01 00:00:00
1276,47.27662,8.91248,610.5,2004-01-01 00:00:00
1277,47.35441,8.76637,568.5,2004-01-01 00:00:00
1278,47.33448,8.63455,717.0,2004-01-01 00:00:00
1279,47.39085,8.74609,527.0,2004-01-01 00:00:00
1280,47.37439,8.53348,410.0,2004-01-01 00:00:00
1281,47.56701,8.54408,365.5,2004-01-01 00:00:00
1282,47.39702,8.85189,609.5,2004-01-01 00:00:00
1283,47.26741,8.66113,434.0,2004-01-01 00:00:00
1284,47.42792,8.70889,489.5,2004-01-01 00:00:00
1285,47.48617,8.768,467.5,2004-01-01 00:00:00
1286,47.43238,8.5128,439.0,2004-01-01 00:00:00
1287,47.42077,8.72429,564.5,2004-01-01 00:00:00
1288,47.31476,8.48927,560.0,2004-01-01 00:00:00
1289,47.348,8.49356,802.0,2004-01-01 00:00:00
1290,47.212,8.5823,539.5,2004-01-01 00:00:00
1291,47.22457,8.67203,461.5,2004-01-01 00:00:00
1292,47.32669,8.9185,755.0,2004-01-01 00:00:00
1293,47.43081,8.69073,507.0,2004-01-01 00:00:00
1294,47.46947,8.77323,518.0,2004-01-01 00:00:00
1295,47.34863,8.70005,461.5,2004-06-14 00:00:00
1296,47.35402,8.7207,469.0,2004-01-01 00:00:00
1297,47.33751,8.48508,540.5,2004-01-01 00:00:00
1298,47.25153,8.7942,485.0,2004-01-01 00:00:00
1299,47.37809,8.42232,441.5,2004-01-01 00:00:00
1300,47.40864,8.82106,650.5,2004-01-01 00:00:00
1301,47.41282,8.73205,554.5,2004-01-01 00:00:00
1302,47.26759,8.93272,630.5,2004-01-01 00:00:00
1303,47.48684,8.74911,449.0,2004-01-01 00:00:00
1304,46.08126,6.97442,1187.0,2004-01-01 00:00:00
1305,47.33187,8.8462,705.5,2004-01-01 00:00:00
1306,47.28062,8.55601,542.0,2004-01-01 00:00:00
1307,47.26477,8.90687,720.5,2004-01-01 00:00:00
1308,47.44464,8.68078,538.5,2004-01-01 00:00:00
1309,47.34508,8.51799,425.5,2004-01-01 00:00:00
1310,47.39978,8.38231,479.5,2004-01-01 00:00:00
1311,47.33219,8.72282,439.5,2004-06-14 00:00:00
1312,47.30431,8.52444,458.5,2004-01-01 00:00:00
1313,47.48168,8.64416,539.0,2004-01-01 00:00:00
1314,47.27329,8.94345,745.0,2004-01-01 00:00:00
1315,47.34605,8.66789,443.0,2004-01-01 00:00:00
1316,47.41335,8.42728,401.0,2004-01-01 00:00:00
1317,47.41639,8.84976,570.0,2004-01-01 00:00:00
1318,47.41128,8.70882,544.0,2004-01-01 00:00:00
1319,47.38101,8.72101,524.5,2004-01-01 00:00:00
1320,47.30343,8.59186,415.0,2004-01-01 00:00:00
1321,47.27939,8.71824,505.0,2004-01-01 00:00:00
1322,47.40155,8.65096,440.0,2004-01-01 00:00:00
1323,47.39466,8.40441,433.5,2004-01-01 00:00:00
1324,47.33691,8.85725,705.0,2004-01-01 00:00:00
1325,47.32369,8.73816,465.0,2004-05-14 00:00:00
1326,47.50763,8.71975,437.5,2004-01-01 00:00:00
1327,47.43696,8.64149,469.0,2004-01-01 00:00:00
1328,47.3533,8.59757,595.5,2004-01-01 00:00:00
1329,47.4697,8.64986,601.0,2004-01-01 00:00:00
1330,47.51638,8.76113,459.0,2004-01-01 00:00:00
1331,47.36139,8.74603,558.0,2004-01-01 00:00:00
1332,47.50884,8.71182,436.5,2004-01-01 00:00:00
1333,47.39598,8.625,435.0,2004-01-01 00:00:00
1334,47.36274,8.7454,557.5,2004-01-01 00:00:00
1335,47.25216,8.79785,492.0,2004-01-01 00:00:00
1336,47.26742,8.72258,564.0,2004-01-01 00:00:00
1337,47.36301,8.70072,455.5,2004-01-01 00:00:00
1338,47.2752,8.53574,599.0,2004-01-01 00:00:00
1339,47.35331,8.57408,476.5,2004-01-01 00:00:00
1340,47.43899,8.8772,652.5,2004-01-01 00:00:00
1341,47.49911,8.58881,472.0,2004-01-01 00:00:00
1342,47.39883,8.86916,710.5,2004-01-01 00:00:00
1343,47.34093,8.74552,512.0,2004-06-12 00:00:00
1344,46.91518,7.68001,891.5,2004-07-01 00:00:00
1345,47.35902,8.56527,443.0,2004-01-01 00:00:00
1346,47.4281,8.51338,440.0,2004-01-01 00:00:00
1347,47.28268,8.87762,752.5,2004-01-01 00:00:00
1348,47.4703,8.39318,487.0,2004-01-01 00:00:00
1349,47.36249,8.76724,539.5,2004-01-01 00:00:00
1350,47.39484,8.64749,441.0,2004-01-01 00:00:00
1351,47.4571,8.41118,427.0,2004-01-01 00:00:00
1352,47.39355,8.76569,570.0,2004-01-01 00:00:00
1353,47.48452,8.77427,507.5,2004-01-01 00:00:00
1354,47.38324,8.59458,574.5,2004-01-01 00:00:00
1355,47.3347,8.85388,691.0,2004-01-01 00:00:00
1356,47.62798,8.60955,386.5,2004-01-01 00:00:00
1357,47.34945,8.72753,482.0,2004-01-01 00:00:00
1358,47.3181,7.26499,720.0,2004-08-01 00:00:00
1359,46.05961,6.95813,1137.0,2004-01-01 00:00:00
1360,47.34321,8.70191,449.0,2004-06-18 00:00:00
1361,46.18462,6.12343,387.0,2004-09-10 00:00:00
1362,47.36474,8.5078,443.0,2004-01-01 00:00:00
1363,47.22243,8.68288,438.5,2004-01-01 00:00:00
1364,47.27766,8.91912,640.0,2004-01-01 00:00:00
1365,47.34126,8.51791,428.5,2004-01-01 00:00:00
1366,47.28839,8.56642,476.5,2004-01-01 00:00:00
1367,47.36614,8.45222,531.5,2004-01-01 00:00:00
1368,46.25152,7.34221,888.5,2004-01-01 00:00:00
1369,47.68135,8.667,429.0,2004-01-01 00:00:00
1370,47.254,8.7946,497.0,2004-01-01 00:00:00
1371,47.33922,8.85201,713.5,2004-01-01 00:00:00
1372,47.39355,8.76569,570.0,2004-01-01 00:00:00
1373,47.47196,8.58258,518.0,2004-01-01 00:00:00
1374,47.39975,8.38728,442.5,2004-01-01 00:00:00
1375,47.48399,8.44949,496.0,2004-01-01 00:00:00
1376,47.39234,8.73354,519.5,2004-01-01 00:00:00
1377,47.42139,8.72928,569.0,2004-01-01 00:00:00
1378,47.48477,8.75271,454.5,2004-01-01 00:00:00
1379,47.41386,8.71949,527.5,2004-01-01 00:00:00
1380,47.50158,8.41697,492.5,2004-01-01 00:00:00
1381,47.3674,8.43602,488.0,2004-01-01 00:00:00
1382,47.27498,8.91707,627.5,2004-01-01 00:00:00
1383,47.26627,8.93037,614.5,2004-01-01 00:00:00
1384,46.00685,7.34232,1725.0,2004-01-01 00:00:00
1385,47.32643,8.9218,751.5,2004-01-01 00:00:00
1386,47.43182,8.61585,473.0,2004-01-01 00:00:00
1387,47.38715,8.75428,533.5,2004-01-01 00:00:00
1388,47.40357,8.51586,571.5,2004-01-01 00:00:00
1389,47.36369,8.70074,455.5,2004-07-01 00:00:00
1390,47.36215,8.4955,510.5,2004-01-01 00:00:00
1391,47.28387,8.56897,472.0,2004-01-01 00:00:00
1392,46.0824,6.97829,1233.5,2004-01-01 00:00:00
1393,47.36375,8.70088,456.0,2004-07-01 00:00:00
1394,47.35135,8.72202,467.0,2004-05-25 00:00:00
1395,47.34112,8.74513,509.0,2004-06-12 00:00:00
1396,46.33893,7.01471,1240.0,2004-08-11 00:00:00
1397,47.35232,8.72304,469.0,2004-05-13 00:00:00
1398,46.62496,9.74871,1380.0,2004-08-01 00:00:00
1399,46.37756,6.97236,1507.0,2004-08-27 00:00:00
1400,46.40771,7.18962,1353.0,2004-08-20 00:00:00
1401,46.33893,7.01504,1240.0,2004-08-11 00:00:00
1402,46.34922,7.1724,1309.0,2004-08-11 00:00:00
1403,46.40748,7.18962,1353.0,2004-08-20 00:00:00
1404,46.9151,7.68011,890.0,2004-07-01 00:00:00
1405,47.13205,9.30924,550.0,2004-06-10 00:00:00
1406,46.44651,6.94997,920.0,2004-08-25 00:00:00
1407,46.67136,9.68768,1020.0,2004-07-25 00:00:00
1408,46.37801,6.97236,1507.0,2004-08-27 00:00:00
1409,47.3086,8.73014,440.0,2004-06-20 00:00:00
1410,46.41767,6.99283,1620.0,2004-08-25 00:00:00
1411,46.65383,9.71387,1090.0,2004-07-25 00:00:00
1412,46.37778,6.97236,1507.0,2004-08-27 00:00:00
1413,47.34101,8.74538,509.5,2004-06-12 00:00:00
1414,47.32461,8.73702,458.0,2004-05-14 00:00:00
1415,46.29877,7.07492,1375.0,2004-08-23 00:00:00
1416,46.97428,9.67303,640.0,2004-07-01 00:00:00
1418,46.34601,7.13354,1380.0,2004-09-01 00:00:00
1419,46.68637,9.67026,1300.0,2004-07-27 00:00:00
1420,46.25094,6.27892,468.0,2004-09-10 00:00:00
1421,46.223,6.10273,418.0,2004-09-10 00:00:00
1422,46.31137,7.06369,1487.0,2004-08-09 00:00:00
1423,46.18476,6.12346,387.5,2004-09-10 00:00:00
1424,46.31205,7.06368,1487.0,2004-08-09 00:00:00
1425,46.3116,7.06368,1487.0,2004-08-09 00:00:00
1426,46.31182,7.06368,1487.0,2004-08-09 00:00:00
1427,46.349,7.1724,1309.0,2004-08-11 00:00:00
1428,46.34877,7.17273,1309.0,2004-08-11 00:00:00
1429,46.34877,7.1724,1309.0,2004-08-11 00:00:00
1430,46.34877,7.17175,1309.0,2004-08-11 00:00:00
1431,47.36335,8.70039,455.0,2004-06-04 00:00:00
1432,46.34877,7.17208,1309.0,2004-08-11 00:00:00
1433,47.24672,8.76881,470.0,2004-05-29 00:00:00
1434,46.35573,6.9693,1150.0,2004-08-10 00:00:00
1435,47.36375,8.7009,456.0,2004-07-01 00:00:00
1436,47.27051,8.87725,560.0,2004-05-12 00:00:00
1437,46.27005,7.02842,747.0,2004-08-09 00:00:00
1438,47.40433,8.51804,561.0,2004-06-08 00:00:00
1439,47.32152,8.70889,440.0,2004-05-02 00:00:00
1440,46.38175,7.07373,1521.0,2004-08-18 00:00:00
1441,46.33637,6.96591,612.0,2004-08-10 00:00:00
1442,47.34002,8.77511,540.0,2004-05-11 00:00:00
1443,46.33869,7.04251,874.0,2004-08-18 00:00:00
1444,47.50517,8.61774,551.0,2004-05-02 00:00:00
1445,47.34112,8.74515,509.0,2004-06-12 00:00:00
1446,47.36351,8.70101,456.0,2004-06-04 00:00:00
1447,47.34101,8.74539,509.5,2004-06-12 00:00:00
1448,47.34322,8.70204,450.0,2004-06-18 00:00:00
1449,47.41435,8.17707,369.0,2004-10-05 00:00:00
1450,47.41108,8.18165,374.5,2004-10-05 00:00:00
1451,47.41105,8.18153,374.5,2004-10-05 00:00:00
1452,47.4112,8.18247,369.5,2004-10-05 00:00:00
1453,47.4111,8.1816,374.5,2004-10-05 00:00:00
1454,47.40768,8.1921,385.0,2004-10-05 00:00:00
1455,47.41271,8.18135,366.5,2004-10-05 00:00:00
1456,47.40836,8.19172,382.0,2004-10-05 00:00:00
1457,47.40809,8.19149,382.5,2004-10-05 00:00:00
1458,47.36949,8.87798,637.5,2004-01-01 00:00:00
1459,47.4649,8.39375,484.0,2004-01-01 00:00:00
1460,47.39861,8.86916,713.5,2004-01-01 00:00:00
1461,47.62861,8.61322,385.0,2004-01-01 00:00:00
1462,47.35942,8.59341,606.5,2004-01-01 00:00:00
1463,47.49975,8.42092,472.0,2004-01-01 00:00:00
1464,47.30674,8.66368,772.5,2004-01-01 00:00:00
1465,47.32129,8.46327,527.0,2004-01-01 00:00:00
1466,47.32737,8.60429,585.0,2004-01-01 00:00:00
1467,46.26281,7.45243,518.0,2004-01-01 00:00:00
1468,47.27182,8.90046,584.5,2004-01-01 00:00:00
1469,47.36262,8.73613,503.5,2004-01-01 00:00:00
1470,47.45554,8.48873,507.0,2004-01-01 00:00:00
1471,47.32389,8.52351,439.5,2004-01-01 00:00:00
1472,47.51863,8.70077,489.0,2004-01-01 00:00:00
1473,46.08261,6.97344,1257.5,2004-01-01 00:00:00
1474,47.41117,8.18242,369.5,2004-10-05 00:00:00
1475,47.23664,8.61453,568.0,2004-01-01 00:00:00
1476,47.35936,8.45573,561.5,2004-01-01 00:00:00
1477,47.40975,8.82175,662.5,2004-01-01 00:00:00
1478,47.33067,8.7767,518.0,2004-01-01 00:00:00
1479,47.35788,8.44511,504.0,2004-01-01 00:00:00
1480,47.33539,8.63391,703.5,2004-01-01 00:00:00
1481,47.62352,8.69127,410.5,2004-01-01 00:00:00
1482,47.45482,8.6104,474.5,2004-01-01 00:00:00
1483,47.38075,8.52666,407.5,2004-01-01 00:00:00
1484,47.26104,8.51101,658.5,2004-01-01 00:00:00
1485,47.51346,8.8925,552.5,2004-01-01 00:00:00
1486,47.37874,8.911,863.5,2004-01-01 00:00:00
1487,47.45502,8.61272,492.5,2004-01-01 00:00:00
1488,47.46928,8.40775,542.0,2004-01-01 00:00:00
1489,47.32737,8.60429,585.0,2004-01-01 00:00:00
1490,47.41124,8.18247,369.5,2004-10-05 00:00:00
1491,47.29149,8.51303,770.0,2004-01-01 00:00:00
1492,47.34566,8.70428,449.5,2004-01-01 00:00:00
1493,47.55483,8.52323,412.5,2004-01-01 00:00:00
1494,47.29355,8.54504,511.5,2004-01-01 00:00:00
1495,47.39364,8.75775,544.5,2004-01-01 00:00:00
1496,47.51914,8.7758,460.0,2004-01-01 00:00:00
1497,47.51903,8.6201,416.5,2004-01-01 00:00:00
1498,47.40382,8.38305,444.0,2004-01-01 00:00:00
1499,47.25423,8.7946,498.5,2004-01-01 00:00:00
1500,47.27105,8.85451,518.5,2004-01-01 00:00:00
1501,47.38125,8.44688,566.5,2004-01-01 00:00:00
1502,47.29287,8.54536,507.5,2004-01-01 00:00:00
1503,46.04277,7.08907,1405.5,2004-01-01 00:00:00
1504,47.36301,8.70072,455.5,2004-06-04 00:00:00
1505,47.47794,8.47193,420.0,2004-01-01 00:00:00
1506,47.27162,8.50957,757.5,2004-01-01 00:00:00
1507,47.2731,8.8886,629.5,2004-01-01 00:00:00
1508,47.41783,8.50522,472.0,2004-01-01 00:00:00
1509,47.47794,8.54556,420.0,2004-01-01 00:00:00
1510,47.59515,8.60916,349.5,2004-01-01 00:00:00
1511,47.24786,8.83837,468.0,2004-01-01 00:00:00
1512,47.43173,8.51047,440.0,2004-01-01 00:00:00
1513,47.29394,8.55133,536.5,2004-01-01 00:00:00
1514,47.59488,8.6783,390.0,2004-01-01 00:00:00
1515,47.27662,8.91248,610.5,2004-01-01 00:00:00
1516,47.35144,8.73089,498.5,2004-01-01 00:00:00
1517,47.39641,8.66972,454.5,2004-01-01 00:00:00
1518,47.20045,8.63485,681.0,2004-01-01 00:00:00
1519,47.38098,8.526,407.0,2004-01-01 00:00:00
1520,47.39931,8.38562,457.0,2004-01-01 00:00:00
1521,47.40405,8.38239,445.0,2004-01-01 00:00:00
1522,47.41063,8.7267,535.5,2004-01-01 00:00:00
1523,47.34287,8.48883,589.5,2004-01-01 00:00:00
1524,47.27169,8.74251,542.5,2004-01-01 00:00:00
1525,47.50889,8.72742,445.0,2004-01-01 00:00:00
1526,47.59753,8.61785,349.5,2004-01-01 00:00:00
1527,47.31135,8.49317,571.0,2004-01-01 00:00:00
1528,47.41861,8.63246,443.0,2004-01-01 00:00:00
1529,47.39006,8.41625,408.0,2004-01-01 00:00:00
1530,47.43238,8.5128,439.0,2004-01-01 00:00:00
1531,47.24773,8.65143,409.0,2004-01-01 00:00:00
1532,47.42371,8.47717,498.5,2004-01-01 00:00:00
1533,47.47979,8.75557,497.5,2004-01-01 00:00:00
1534,47.22471,8.67996,416.0,2004-01-01 00:00:00
1535,47.49064,8.77044,490.0,2004-01-01 00:00:00
1536,47.35668,8.57481,459.5,2004-01-01 00:00:00
1537,47.39962,8.42868,389.0,2004-01-01 00:00:00
1538,47.64064,8.78951,444.0,2004-01-01 00:00:00
1539,47.40022,8.38364,466.0,2004-01-01 00:00:00
1540,47.2237,8.58189,529.0,2004-01-01 00:00:00
1541,47.27692,8.69703,624.5,2004-01-01 00:00:00
1542,47.24773,8.65143,409.0,2004-01-01 00:00:00
1543,47.41639,8.84976,570.0,2004-01-01 00:00:00
1544,47.65388,8.79118,456.5,2004-01-01 00:00:00
1545,47.66394,8.79643,429.5,2004-01-01 00:00:00
1546,47.25441,8.79824,501.0,2004-01-01 00:00:00
1547,47.17537,8.66727,743.0,2004-01-01 00:00:00
1548,47.49042,8.76977,486.5,2004-01-01 00:00:00
1549,47.4736,8.4012,550.5,2004-01-01 00:00:00
1550,47.32822,8.46803,526.5,2004-01-01 00:00:00
1551,47.33165,8.78929,539.5,2004-01-01 00:00:00
1552,47.32324,8.59031,513.0,2004-01-01 00:00:00
1553,47.4843,8.75469,455.0,2004-01-01 00:00:00
1554,47.34566,8.47896,544.5,2004-01-01 00:00:00
1555,47.26328,8.51204,648.5,2004-01-01 00:00:00
1556,47.31316,8.49221,570.0,2004-01-01 00:00:00
1557,47.5188,8.62076,415.5,2004-01-01 00:00:00
1558,47.30775,8.81349,548.0,2004-01-01 00:00:00
1559,47.38041,8.53857,408.5,2004-01-01 00:00:00
1560,47.32514,8.89894,924.5,2004-01-01 00:00:00
1561,47.40382,8.38305,444.0,2004-01-01 00:00:00
1562,47.40672,8.38608,401.0,2004-01-01 00:00:00
